date,FL152000005.Q,LM152010005.Q,LM155035005.Q,LM155035015.Q,LM165035005.Q,LM165015205.Q,LM165013765.Q,LM155111005.Q,FL154090005.Q,FL153020005.Q,FL153030005.Q,LM153030505.Q,FL153034005.Q,LM154022005.Q,LM153061105.Q,LM153061705.Q,LM153062005.Q,LM153063005.Q,FL154023005.Q,FL153069005.Q,FL153065005.Q,FL163066223.Q,LM153064105.Q,LM153081115.Q,LM153064205.Q,FL153040005.Q,FL153050005.Q,FL163070005.Q,FL153090005.Q,FL154190005.Q,FL163162003.Q,FL154123005.Q,FL153165105.Q,FL153166000.Q,FL153168005.Q,FL153169005.Q,FL163165505.Q,FL163170005.Q,FL543077073.Q,FL152090005.Q,FL893131573.Q,FL154023205.Q,LM154023223.Q,FL154023213.Q,LM155012605.Q,LM155012665.Q,LM165012665.Q,LM165013665.Q,FA156012005.Q,FL152090006.Q,FL155035065.Q,FL155035066.Q
1984:Q1,15052541,5648683,4392635,3815839,576796,45872,14989,1195187,9403858,300197,1792411,7190,163904,476061,164045,17247,255286,39483,211993,101004,110989,0,867350,2453507,100040,247938,2676848,0,106420,1826024,43368,1748048,1144101,452010,19588,100544,31805,18659,15949,13226517,120000,ND,ND,ND,2832672,2754916,77756,320487,2815063,469.8479969002245,2671738,70.01705260625513
1984:Q2,15347252,5826507,4541059,3953991,587068,46612,15202,1223634,9520745,307729,1861428,7280,166718,528482,190569,18352,274693,44868,213002,100597,112405,0,805710,2442995,100241,249458,2728682,0,109020,1891030,45649,1810303,1177677,479799,17216,101793,33818,19478,15600,13456222,133000,ND,ND,ND,2875047,2796468,78579,326640,2888212,465.90147376468786,2776314,70.21548607470275
1984:Q3,15736116,5993672,4684988,4087621,597367,47316,15499,1245869,9742444,306037,1913406,7026,167650,562139,207324,21295,290727,42793,217863,103196,114667,0,839090,2439217,113338,250814,2814425,0,111439,1946767,48212,1863086,1211497,501839,14718,100118,34914,20214,15255,13789349,146000,ND,ND,ND,2921333,2841827,79506,331774,2948522,467.66986456744365,2876124,70.36180702662992
1984:Q4,16088808,6150304,4816923,4209390,607533,48100,15698,1269583,9938504,327378,1975034,6902,194318,557401,196209,28852,291045,41295,214585,111576,103009,0,835651,2445060,119018,252717,2896256,0,114184,2013847,51171,1926457,1243294,526584,19631,101644,35304,21111,15108,14074961,159000,ND,ND,ND,2967423,2887002,80421,336794,2991250,470.537780289576,2966096,70.46379641705805
1985:Q1,16565847,6324809,4960818,4345136,615682,48555,15968,1299468,10241038,321737,2018349,7017,201589,630574,222003,27955,318434,62182,225828,102102,123726,0,882999,2448780,135840,254827,2997273,0,116225,2088085,53635,1997650,1304981,536023,18349,101284,37013,21729,15071,14477762,179500,ND,ND,ND,3001042,2919873,81169,341818,3019219,479.5200868336197,3040155,69.96685489245907
1985:Q2,16979892,6521392,5130422,4508123,622299,49116,16221,1325633,10458500,332403,2044858,6812,207124,644208,199673,41449,331444,71642,242922,117172,125750,0,934893,2434438,162766,257670,3067438,0,122968,2163678,56013,2069895,1343287,559592,24054,105823,37139,22590,15180,14816214,200000,ND,ND,ND,3028097,2946362,81735,345041,3104431,477.26020537541956,3164836,70.20296473720882
1985:Q3,17277506,6732066,5315273,4684390,630883,49694,16487,1350612,10545440,344072,2073824,7207,203542,676119,215733,36538,347919,75929,236561,114478,122083,0,865657,2446743,179161,260483,3118680,0,133392,2255688,57850,2158904,1402164,585905,20334,112784,37717,23655,15279,15021818,220500,ND,ND,ND,3071060,2988324,82736,349179,3120151,481.44523962732404,3282226,70.06730865705033
1985:Q4,17891057,6937161,5492906,4851839,641067,50419,16706,1377130,10953896,338859,2101333,7791,206063,710160,204148,26235,396557,83220,253306,137132,116174,0,1014295,2508612,219442,264250,3184551,0,145234,2369161,81334,2248394,1450249,610574,26136,122919,38516,24224,15209,15521896,241000,ND,ND,ND,3130579,3046413,84166,353560,3176512,488.64589663263087,3401590,70.10929257957653
1986:Q1,18410656,7076987,5606479,4956078,650401,51159,17057,1402292,11333669,351593,2124231,7952,223253,710590,178454,23010,401061,108065,255697,140582,115115,0,1145443,2544918,275257,268176,3277173,0,149386,2393253,78698,2274646,1476952,606799,25032,125798,40065,24941,14968,16017403,263000,ND,ND,ND,3194151,3108462,85689,359060,3242404,493.9977682706374,3479126,70.19917765620315
1986:Q2,18855934,7264499,5758746,5099152,659594,52297,17420,1436036,11591435,385015,2140134,8126,234247,725203,157228,26301,414905,126769,250757,135422,115335,0,1189856,2565484,312493,272767,3353180,0,154172,2458951,78393,2340502,1525857,627891,17137,126441,43176,25508,14548,16396983,285000,ND,ND,ND,3253183,3166121,87062,364529,3279727,499.9496288406244,3573295,70.07625973887423
1986:Q3,19127631,7464725,5910883,5241843,669040,53402,17745,1482695,11662906,403893,2174439,8447,250254,724451,177245,27121,401511,118574,254381,141445,112936,0,1069515,2599522,338139,277335,3402400,0,160129,2545440,79199,2426231,1587994,649888,13052,129755,45542,25881,14129,16582191,307000,ND,ND,ND,3323165,3234452,88713,369619,3315453,500.14856250262767,3653849,69.7054261258874
1986:Q4,19784951,7644160,6049418,5370919,678499,54289,18069,1522384,12140791,456032,2223118,8753,246652,758333,189326,28333,415426,125248,269635,157033,112602,0,1230927,2626878,375743,282494,3496575,0,165650,2632598,78372,2513855,1649024,666355,22885,132416,43175,26486,13885,17152353,329000,ND,ND,ND,3388026,3297809,90217,374980,3335966,514.1644910702726,3721895,69.29717242058575
1987:Q1,20416940,7820609,6192570,5507465,685105,55365,18524,1554150,12596331,420106,2235686,8687,258846,771169,163877,24622,439311,143359,273617,155333,118284,0,1449383,2657069,453009,289559,3606001,0,173200,2638075,78339,2516583,1681564,644317,18688,126023,45991,29297,13856,17778865,347750,ND,ND,ND,3452489,3361124,91365,378884,3392286,524.0968913027958,3825901,69.46754995265518
1987:Q2,20799985,8009484,6345840,5652809,693031,56214,19002,1588428,12790501,432879,2268596,8525,256795,828690,180025,23579,467885,157201,275079,156709,118370,0,1421873,2675852,458493,295941,3687527,0,180250,2731360,78188,2609062,1752706,660313,19610,129548,46885,29914,14196,18068625,366500,ND,ND,ND,3508387,3416111,92276,384311,3389595,533.0614573898422,3900103,68.99407002783926
1987:Q3,21294819,8195217,6493503,5791918,701585,57090,19498,1625126,13099602,437622,2308891,8400,262175,884211,191885,25247,495166,171913,276956,158702,118254,0,1481749,2696523,458924,303247,3794033,0,186870,2809137,77948,2686665,1802929,679637,25738,131715,46646,30018,14506,18485682,385250,ND,ND,ND,3566927,3473674,93253,390357,3483129,530.720576797914,3988989,68.8716414838746
1987:Q4,21297060,8330141,6598723,5886157,712566,58601,20155,1652662,12966919,451128,2364522,9759,272141,891614,205927,31547,522223,131917,288410,170581,117829,0,1189960,2733333,404113,313725,3801361,51818,195035,2877269,78073,2740684,1829012,698640,26822,132545,53665,43105,15407,18419791,404000,ND,ND,ND,3628634,3534331,94303,398184,3563869,516.8481512522166,4057145,68.92689066907322
1988:Q1,21849606,8514062,6753305,6027537,725768,59712,20947,1680098,13335544,442335,2430023,9724,296133,894226,202399,28152,530641,133034,295867,177890,117977,0,1295822,2777691,422040,319905,3899612,52512,199654,2922185,78178,2784996,1875971,693732,28582,131007,55704,43741,15270,18927421,420000,ND,ND,ND,3685772,3590672,95100,405537,3651096,518.4038103031049,4151566,68.87665724822594
1988:Q2,22369254,8751511,6950051,6213264,736787,60742,21684,1719034,13617743,446878,2467228,10130,278076,926434,229600,22655,546465,127714,300460,181998,118462,0,1376542,2812747,428843,327303,3985938,53230,203935,3007998,78285,2869983,1942504,710128,27891,132444,57016,44405,15325,19361256,436000,ND,ND,ND,3750552,3654474,96078,410794,3733634,518.5633018144928,4270760,68.73617473843055
1988:Q3,22771312,8929484,7087072,6339667,747405,61706,22332,1758374,13841828,445683,2511476,10318,275807,973617,252705,26662,570723,123527,303954,184736,119218,0,1405668,2842805,424255,333606,4051392,53960,209288,3089056,78989,2949512,2000012,725838,30938,134396,58328,45069,15486,19682256,452000,ND,ND,ND,3809258,3712366,96892,416023,3818096,515.4992534845967,4339655,68.4524124058882
1988:Q4,23340497,9094409,7207766,6448126,759640,63306,23011,1800326,14246088,460921,2551343,10708,285064,1063083,273490,48052,593821,147720,307509,187191,120318,0,1525881,2877591,420389,341893,4131497,54690,215520,3163638,79564,3022530,2055294,745206,27035,136759,58236,45709,15835,20176859,468000,ND,ND,ND,3877884,3779939,97945,421681,3893495,518.2197275866191,4392832,68.12571590567555
1989:Q1,23819044,9256889,7332485,6562274,770211,64584,23750,1836070,14562155,441356,2578331,11153,310778,1100640,285928,43661,592679,178373,312964,192163,120801,0,1593387,2918621,427100,345669,4247031,56182,218941,3208293,79271,3063500,2089337,753193,31561,128953,60456,49781,15741,20610750,487500,ND,ND,ND,3937058,3838492,98566,427644,3980878,517.7438289555241,4472937,68.16138247199065
1989:Q2,24329784,9431993,7477745,6695064,782681,65729,24499,1864020,14897791,437110,2577496,11032,332092,1121750,304351,37062,598734,181603,323035,199938,123097,0,1675815,2954342,456276,354363,4374152,57698,222630,3296740,79517,3147540,2146954,769617,32793,136005,62171,53833,15850,21033044,507000,ND,ND,ND,4017577,3917846,99731,435032,4021334,523.0364824399096,4548110,67.93228055773626
1989:Q3,24955375,9674610,7685986,6893169,792817,67215,25229,1896180,15280765,434347,2604839,11268,364163,1148622,305982,47647,608810,186183,320107,194655,125452,0,1808312,2969623,476389,360192,4496352,59202,227349,3381112,80471,3226784,2211154,784207,30530,137172,63721,57881,15976,21574263,526500,ND,ND,ND,4060043,3960057,99986,440919,4071738,529.8539034186989,4682015,67.9225292459825
1989:Q4,25436677,9817681,7797521,6994317,803204,68558,26019,1925583,15618996,451522,2631287,11874,378599,1164669,273367,73403,623816,194083,341485,213170,128315,0,1886378,2996828,468721,371631,4623302,60666,232036,3464612,82715,3303304,2260581,809285,31077,136916,65445,61944,16649,21972065,546000,ND,ND,ND,4118329,4017703,100626,446678,4139149,530.8353174585992,4733736,67.67974128138601
1990:Q1,25550199,9869598,7805824,7012984,792840,70032,26759,1966983,15680601,436999,2647604,11755,405408,1162877,253565,79623,638985,190705,378576,247013,131563,0,1773060,3016393,461905,377994,4705283,62157,240590,3532855,82882,3368918,2335399,792320,32533,141492,67174,64759,16296,22017344,568750,ND,ND,ND,4178250,4076681,101569,452697,4232899,520.1481088033963,4677585,66.69892872991012
1990:Q2,25917708,9968788,7877721,7085162,792559,71143,27537,1992387,15948920,445768,2642633,12312,390937,1203834,258220,95217,653596,196801,387586,253467,134119,0,1831014,3045548,484148,386121,4813273,63600,242145,3605963,83695,3438381,2395917,798712,32020,143002,68730,67577,16310,22311745,591500,ND,ND,ND,4221272,4119158,102114,458130,4302906,518.5273720202675,4689245,66.18402642028511
1990:Q3,25852877,10074386,7957269,7162726,794543,72647,28316,2016154,15778491,445407,2656928,12949,413995,1251280,296175,104876,653499,196730,400623,263766,136857,0,1506352,3077698,444432,392530,4864307,65041,246949,3669545,84265,3498606,2447266,812302,30188,138382,70468,70403,16271,22183332,614250,ND,ND,ND,4261081,4158482,102599,464172,4358183,509.0041401340858,4715460,65.83331653339805
1990:Q4,26369453,10083770,7941478,7146396,795082,74319,28931,2039042,16285683,462339,2682304,13427,420793,1310346,308169,115062,659601,227514,427160,287926,139234,0,1705347,3094227,470940,399250,4981536,66526,251488,3736231,85694,3560532,2489811,824391,31355,142245,72730,73241,16764,22633222,637000,ND,ND,ND,4286949,4184180,102769,469035,4380538,516.6767605122338,4656585,65.15990129850067
1991:Q1,26902687,10111638,7938060,7147403,790657,75981,29813,2067784,16791049,473207,2683771,13959,468104,1283016,297501,91062,655520,238933,436526,296166,140360,0,1997328,3082407,516151,406098,5109791,67534,253157,3762152,85495,3584527,2529692,802207,33900,143822,74906,75492,16638,23140535,671750,ND,ND,ND,4313802,4211085,102717,476562,4416999,523.8972110106986,4617711,64.60683467827405
1991:Q2,27055913,10181563,7990366,7202811,787555,76825,30674,2083698,16874350,475198,2636427,13957,446878,1325136,304718,94069,676085,250265,439011,296800,142211,0,1967421,3084979,537636,415029,5208743,68578,255357,3827516,86925,3646416,2590650,801306,32075,145288,77097,77760,16415,23228397,706500,ND,ND,ND,4348863,4246036,102827,480552,4474407,519.1391273822857,4612161,64.03279497407331
1991:Q3,27429918,10251935,8039248,7270390,768858,77694,31518,2103475,17177983,480548,2616478,14409,442742,1340423,311588,98499,692267,238070,452991,310134,142857,0,2093154,3076147,585136,419933,5328804,69630,257588,3869727,89027,3684477,2614503,802500,32550,155634,79290,80031,16192,23560192,741250,ND,ND,ND,4388162,4285163,102999,483249,4522073,521.0042302238242,4655887,64.0390288553984
1991:Q4,28081650,10308658,8080373,7330585,749788,78767,32071,2117447,17772992,509691,2600463,14565,445494,1346871,313705,101105,694679,237382,477762,336632,141130,0,2460159,3051486,646801,427029,5460492,70666,261513,3953577,89511,3765718,2667879,815581,33942,166846,81470,82286,16062,24128073,776000,ND,ND,ND,4386102,4283892,102210,481235,4590565,525.6013773243875,4662706,63.606192275241334
1992:Q1,28120686,10376639,8131694,7394546,737148,80072,32669,2132204,17744047,522889,2448803,14566,467341,1393715,345052,108098,693867,246699,464225,324554,139671,0,2384657,3037102,670372,434387,5569202,71283,265505,3973908,90587,3783864,2708276,793353,35198,163903,83134,83452,16005,24146779,800250,ND,ND,ND,4404061,4302401,101660,484657,4708396,512.8451083479133,4686270,63.374688182344116
1992:Q2,28285138,10441605,8173841,7448054,725787,80953,33590,2153221,17843533,530863,2414399,14953,448536,1383610,353279,95770,686146,248416,471484,333371,138113,0,2349068,3030836,714710,439014,5704100,71900,270059,4018011,91820,3825583,2741243,792332,36406,170803,84799,84618,15990,24267127,824500,ND,ND,ND,4485038,4382512,102526,489988,4784123,507.242951270882,4706811,63.195172725654245
1992:Q3,28737212,10565838,8277602,7563988,713614,82043,34469,2171724,18171374,554344,2385646,15504,439888,1408439,374432,111477,686746,235784,473610,337089,136521,0,2433807,3041370,767030,448765,5855622,72519,274830,4085869,91436,3892626,2795878,801933,35837,172516,86463,85784,16023,24651343,848750,ND,ND,ND,4544330,4441228,103102,495781,4835461,509.8033582605535,4768110,63.03698736698154
1992:Q4,29411532,10665051,8353177,7652203,700974,82840,35566,2193468,18746481,617684,2355243,15600,424952,1410803,396129,115680,653249,245745,477652,343316,134336,0,2769023,3030265,815039,457341,6020766,73138,278975,4159136,91891,3964185,2840902,824769,37172,173216,88127,86950,16110,25252396,873000,ND,ND,ND,4644247,4539926,104321,503019,4890790,516.3255040486165,4811301,62.874723396647994
1993:Q1,29758936,10695110,8369238,7670105,699133,83414,35844,2206614,19063826,594081,2310884,15445,433407,1441063,406528,102274,649309,282952,497853,365522,132331,0,2828900,3067861,891599,465502,6160737,74205,282289,4167217,92579,3969522,2854704,807262,36092,180821,90643,88888,16228,25591719,903000,ND,ND,ND,4730664,4625637,105027,509426,4938702,518.1871450901372,4815401,62.78141941994275
1993:Q2,30114059,10834811,8478022,7780087,697935,83929,36414,2236446,19279248,613936,2287502,15352,424119,1419885,399755,68934,642697,308499,516792,386526,130266,0,2828075,3102719,965013,474715,6270840,75274,285026,4235597,93812,4034610,2908346,818662,33081,181364,93157,90827,16348,25878462,933000,ND,ND,ND,4819281,4713559,105722,516476,4987377,518.8791967554429,4871741,62.61807612177087
1993:Q3,30636982,10984907,8597723,7896020,701703,84400,36717,2266067,19652075,639260,2271959,14697,420899,1425446,397676,64076,628568,335126,514599,386436,128163,0,2923630,3150407,1048508,484439,6392930,76341,288959,4322616,93740,4119643,2958532,842668,31022,191748,95673,92765,16468,26314366,963000,ND,ND,ND,4900596,4794387,106209,523343,5013209,524.9006422565787,4937488,62.531354150572064
1993:Q4,31185443,11136596,8711539,8006742,704797,85114,37695,2302248,20048847,671474,2231713,15757,430286,1478849,439998,46216,605641,386995,519813,393744,126069,0,3059332,3189137,1099943,494325,6489951,77410,290857,4416834,92952,4212587,2999676,886169,28329,199503,98910,94704,16591,26768609,993000,ND,ND,ND,4959167,4853047,106120,530789,5077153,527.2365943064246,5007066,62.53562260405043
1994:Q1,31387061,11248766,8798482,8082369,716113,86054,38072,2326158,20138295,648165,2232675,15716,443819,1581847,476700,102462,596489,406197,525830,401763,124067,0,2922364,3246396,1073303,500724,6574767,78557,294131,4449715,93617,4243513,3029953,883876,30025,200950,98709,95856,16729,26937346,1008750,ND,ND,ND,5062412,4955272,107140,537864,5128478,525.2502952819143,5052416,62.51157067933918
1994:Q2,31685459,11403893,8918832,8190463,728369,86834,38613,2359614,20281566,638408,2200127,16847,437726,1664672,503244,124247,606933,430248,523942,402008,121934,0,2863951,3314135,1061616,507885,6676019,79702,296537,4535862,94724,4327253,3075116,918580,32040,203009,98508,97008,16877,27149598,1024500,ND,ND,ND,5139233,5031791,107442,544327,5208541,521.2514906559883,5115347,62.4549212907744
1994:Q3,32175743,11554846,9031651,8293641,738010,87310,39371,2396514,20620897,628194,2217720,17357,447532,1695224,529362,141271,584132,440460,524657,404882,119775,0,2914527,3363972,1100712,525937,6803249,80849,300966,4625640,95193,4415268,3121544,959953,32497,202966,98308,98161,17018,27550103,1040250,ND,ND,ND,5235850,5127691,108159,554134,5276837,522.0950096172684,5172097,62.362195325310076
1994:Q4,32516258,11662710,9110696,8361797,748899,87566,40312,2424136,20853548,643247,2203410,18847,468051,1821825,587988,177249,576500,480088,526345,409103,117242,0,2964718,3412886,1019327,531939,6856695,81996,304262,4746725,96138,4534113,3166443,1021168,34748,213648,98106,99312,17162,27769533,1056000,ND,ND,ND,5345804,5236658,109146,565159,5377530,516.3994079081748,5195354,62.13203071062355
1995:Q1,33109871,11759563,9169218,8415203,754015,88129,41520,2460696,21350308,623195,2249580,20324,488421,1793818,594794,149771,552850,496403,531445,416259,115186,0,3180914,3449728,1058545,544664,7015813,82973,310888,4777498,96515,4561849,3192436,1024546,36102,210692,98073,101791,17343,28332373,1114000,ND,ND,ND,5435963,5325893,110070,572132,5449491,519.9086153151692,5222767,62.06347238444515
1995:Q2,33796123,11881627,9266311,8508308,758003,89139,41845,2484332,21914496,627942,2286024,22461,517225,1763156,593337,156100,524416,489303,533829,420735,113094,0,3392418,3490749,1126823,560644,7191749,83950,317526,4870353,97003,4651547,3238836,1063126,38755,212790,98040,104270,17533,28925771,1172000,ND,ND,ND,5488025,5377788,110237,576231,5496388,526.2687164070225,5269472,61.933251593618856
1995:Q3,34373201,11818659,9181393,8413137,768256,89696,42546,2505024,22554542,594201,2318196,22103,530516,1799215,583494,176750,519373,519598,535264,424261,111003,0,3657583,3549924,1200705,569996,7375122,84929,316789,4984774,96364,4763934,3290338,1109599,41330,224660,98007,106749,17727,29388427,1230000,ND,ND,ND,5537062,5426759,110303,582934,5568821,527.731587611658,5122799,60.89047676271051
1995:Q4,35185371,11929586,9267737,8489248,778489,90118,42425,2529306,23255785,596874,2334521,23356,556982,1851096,573872,204417,493532,579275,555829,446628,109201,0,3981393,3596521,1239948,580205,7532929,85906,320224,5080532,96359,4857024,3320508,1168160,48120,222262,97974,109227,17922,30104839,1288000,ND,ND,ND,5595474,5484922,110552,588166,5625106,535.1870540408232,5168740,60.885726273987984
1996:Q1,35827597,12072254,9376466,8590662,785804,90216,43129,2562443,23755343,582979,2405964,26021,609954,1841864,566296,199324,485387,590857,566452,459177,107275,0,4101021,3626815,1317576,584946,7683054,87640,321057,5151998,97616,4924718,3378859,1162207,41156,243692,98805,111560,18104,30675598,1332750,ND,ND,ND,5662148,5551112,111036,591709,5708977,537.3221557504492,5211803,60.66823546311099
1996:Q2,36420551,12204039,9491377,8700808,790569,90250,43596,2578816,24216512,564760,2421026,27693,599424,1919703,562463,255823,483503,617914,560962,455714,105248,0,4235968,3668045,1407588,593543,7806239,89374,322188,5253090,99207,5021688,3432208,1196579,47708,245556,99637,113893,18302,31167461,1377500,ND,ND,ND,5736378,5624761,111617,597010,5799069,537.4562952074231,5268600,60.55300082475099
1996:Q3,36837797,12339908,9599821,8808093,791728,90889,44023,2605175,24497889,547503,2456169,31693,621546,1934419,584140,292250,461633,596396,559257,456081,103176,0,4220792,3704110,1458120,608575,7939063,91108,325533,5352206,100371,5117113,3489362,1229847,50336,247099,100469,116226,18496,31485591,1422250,ND,ND,ND,5842759,5729949,112810,607832,5869286,536.4466924447831,5318731,60.38458687936197
1996:Q4,37676983,12485573,9721853,8889105,832748,91444,44347,2627929,25191410,537262,2471577,35469,652572,1961510,600342,321042,448107,592020,599132,498022,101110,0,4454640,3785431,1489156,624626,8158717,93198,328121,5453533,102440,5214108,3538631,1273878,44805,255764,101031,118300,18685,32223450,1467000,2430,37,2393,5915880,5802519,113361,615515,5939133,542.5615154015481,5350474,60.191371572278655
1997:Q1,38044101,12649110,9854641,8963588,891053,92079,45346,2657044,25394991,510430,2513146,34112,693981,1851089,606137,301406,421316,522231,588260,489408,98852,0,4500717,3880715,1504645,636314,8255126,95074,331381,5488569,103523,5245588,3573525,1254175,53145,262837,101907,120706,18752,32555532,1532250,2639,78,2561,5986061,5871726,114335,624923,6020067,540.7835488739298,5390063,60.132876812276514
1997:Q2,39536295,12804263,9997984,9095169,902815,92857,46457,2666965,26732032,505615,2539029,34459,685712,1864913,560022,321066,438935,544890,603499,506492,97007,0,5190067,3951740,1688644,653819,8582770,96950,334814,5585261,106529,5336795,3624666,1278038,57168,274140,102783,123112,18825,33951034,1597500,2856,128,2728,6060457,5945085,115372,634028,6087066,557.7569536916731,5470503,60.14734833404416
1997:Q3,40694840,12979607,10148329,9213319,935010,93923,47361,2689994,27715233,471953,2600604,36014,714233,1890300,544904,331549,441366,572481,605460,510197,95263,0,5532557,4035766,1860047,670936,8858194,98826,340342,5706474,107244,5454809,3709364,1305805,43708,292273,103659,125518,18903,34988366,1662750,3080,194,2886,6155779,6038992,116787,644902,6175301,566.5856041150198,5503955,59.73911724971207
1997:Q4,41407161,13201545,10341276,9330289,1010987,94611,47697,2717961,28205616,501340,2616144,37179,744849,1910371,513561,372055,464286,560469,624351,531193,93158,0,5682468,4163950,1880014,678819,8925054,100702,340374,5803355,109571,5546872,3746445,1344165,55874,295854,104535,127924,18988,35603805,1728000,3290,247,3043,6247659,6129543,118116,656471,6286188,566.3814904313987,5583844,59.846422120472376
1998:Q1,43110876,13418396,10533557,9499670,1033887,96610,48168,2740061,29692480,466346,2643038,36817,806597,1912782,520642,334346,458365,599429,648425,557516,90909,0,6413876,4210367,2122187,691038,9295173,103167,342668,5860016,113584,5597678,3801531,1324043,59460,305573,107071,129805,18949,37250860,1833500,3452,322,3130,6320395,6201366,119029,670248,6420339,580.2008267670041,5698139,59.98249065493854
1998:Q2,43970094,13731848,10816187,9738045,1078142,98819,49134,2767708,30238246,471423,2631727,37785,821838,2022784,507362,371037,483568,660817,660882,572295,88587,0,6476628,4303458,2216264,702518,9444363,105632,342944,6000104,117536,5731632,3879794,1367744,57331,317156,109607,131686,19250,37969990,1939000,3592,376,3216,6423243,6302776,120467,682436,6522052,582.1785842407008,5858251,60.15839164842636
1998:Q3,43427331,14007088,11059153,9969257,1089896,101158,50048,2796729,29420243,460654,2641329,39500,894009,2079371,516925,442083,478394,641969,697887,611486,86401,0,5741206,4363031,2019847,704873,9324258,108097,346180,6116689,118674,5845698,3956249,1400718,61210,315378,112143,133567,18750,37310641,2044500,3700,405,3295,6548029,6425756,122273,693022,6607201,564.6966308397131,6013008,60.3155038534968
1998:Q4,45643689,14293996,11305109,10192809,1112300,103614,51510,2833763,31349693,519516,2693640,37725,954349,1967219,473147,455435,464938,573699,693385,605403,87982,0,6815072,4387419,2277198,734727,9812187,110562,346694,6263944,121329,5989551,4048685,1441272,67444,317471,114679,135448,17616,39379745,2150000,3900,527,3373,6670661,6546662,123999,703652,6674156,590.0333353946205,6144124,60.279009250541236
1999:Q1,46066676,14494937,11475152,10389337,1085815,106422,52093,2861270,31571739,507647,2688342,39368,1012262,1957294,424805,445779,469051,617659,692049,602254,89795,0,6814421,4341525,2319259,746927,9994489,111283,346872,6352200,123350,6073034,4127734,1442398,65099,322292,115511,136923,18893,39714476,2275250,4347,648,3699,6802175,6676714,125461,715835,6758699,587.6053324709749,6261603,60.26951238563154
1999:Q2,47365828,14828614,11761580,10663484,1098096,108925,53264,2904845,32537214,479449,2688072,40486,991575,1898252,380311,467528,463633,586780,693795,602546,91249,0,7357120,4428590,2475463,766393,10258149,112004,347866,6508199,126171,6224654,4223793,1471581,67229,345708,116343,138398,18976,40857629,2400500,4818,794,4024,6946800,6819665,127135,727618,6801647,600.7019876960547,6439691,60.39012287166183
1999:Q3,47516503,15230307,12114132,10953170,1160962,111451,54022,2950702,32286196,463582,2732601,41170,1024374,1855581,354705,494218,433329,573329,716203,623188,93015,0,7015899,4603581,2359852,769442,10236959,112725,354227,6669572,128874,6381805,4341366,1511895,61639,349730,117175,139873,19020,40846931,2525750,5203,876,4327,7074012,6945521,128491,739782,6887387,593.0686170362875,6611804,60.36429280290545
1999:Q4,50245053,15539818,12378626,11196005,1182621,114288,55811,2991093,34705235,498265,2781759,40659,1120484,1701747,426649,489091,420013,365994,763105,668527,94578,0,8345635,4652505,2743340,821954,10704386,113446,417951,6842191,131742,6549300,4424373,1553622,60472,392826,118007,141348,19801,43402863,2651000,5750,1121,4629,7201103,7071300,129803,753280,7019003,618.3622201201897,6771632,60.48257784808063
2000:Q1,51426916,15955885,12733462,11590598,1142864,117663,56841,3047919,35471031,462626,2861431,45150,1186131,1581087,365073,474675,430050,311289,771312,676491,94821,0,8661476,4619989,2950341,839921,10952420,115974,423173,6948762,132517,6654327,4486326,1553765,62949,430468,120819,142860,19058,44478154,2645500,6785,1448,5337,7375745,7243583,132162,766938,7199618,617.7849148375212,7104272,61.29340418846378
2000:Q2,51641021,16541503,13257763,12039579,1218184,121090,57942,3104708,35099518,425877,2903244,45841,1158353,1557018,258504,503029,454922,340563,754885,659861,95024,0,8242094,4787767,2837640,843653,10994043,118502,430601,7094934,135917,6795394,4598214,1601771,60188,411590,123631,144372,19251,44546087,2640000,7710,1665,6045,7500729,7367113,133616,779002,7319561,608.5896012405997,7441365,61.80751835259356
2000:Q3,52458599,17068452,13736743,12441344,1295399,124508,59026,3148175,35390147,387767,2948967,44509,1207534,1533442,200420,526723,452829,353471,771081,675902,95179,0,8121024,4974324,2846359,855851,11139682,121030,438577,7279921,136330,6978604,4710567,1667073,54875,419646,126443,145884,19103,45178679,2634500,8611,2523,6088,7614375,7479507,134868,792664,7464027,605.2855777749087,7730777,62.137796366694786
2000:Q4,52055989,17550625,14161600,12834096,1327504,127343,59926,3201756,34505364,396792,3031792,48271,1295928,1662908,257410,533037,475101,397361,830418,735064,95354,0,7149458,5055228,2556769,858497,11055392,123558,440352,7417705,137501,7112895,4805349,1741267,60588,376436,129255,147396,19913,44638284,2629000,9290,3160,6130,7732127,7595948,136179,807954,7556664,590.7141582226068,8028747,62.557947205631
2001:Q1,51935873,18304947,14866956,13537735,1329221,130714,60529,3246748,33630926,419760,3194425,50790,1429578,1596694,210589,406611,492595,486899,810688,713785,96903,0,6385859,5099347,2311039,873952,10888771,123783,446239,7472629,138656,7167637,4889750,1749724,49580,346740,131843,147246,19090,44463245,2626500,9754,3674,6080,7891434,7753269,138165,822142,7673477,579.4406453863693,8647985,63.88059006916593
2001:Q2,53423899,18748525,15274533,13925364,1349169,134231,60966,3278795,34675374,396643,3255595,48459,1426440,1532651,113745,406509,519558,492839,817877,719569,98308,0,6833866,5211644,2510647,904815,11149783,124008,462945,7674882,142324,7366642,5050147,1784249,43934,353881,134431,147096,18820,45749016,2624000,10750,4720,6030,8047090,7906999,140091,837436,7703502,593.872974756093,8875217,63.734183178263784
